ObjectID,Title,ConstituentID,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,URL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
21062,Tailpiece (page 236) from The Fables of Aesop,[542],1818,Wood engraving from an illustrated book with 323 wood engravings and one etching and engraving,"composition (irreg.): 1 3/16 × 2 5/8"" (3 × 6.6 cm); page (irreg.): 8 1/4 × 5 5/16"" (21 × 13.5 cm)",The Louis E. Stern Collection,680.1964.211,Illustrated Book,Drawings & Prints,1964-10-06,Y,http://www.moma.org/collection/works/21062,,,,3,,,6.6,,
10637,Tailpiece (page 40) from DESCRIPTION D'UN COMBAT,[235],1945,,"irreg. composition  2 13/16 x 3 1/8"" (7.1 x 8 cm)",Curt Valentin Bequest,38.1956.6,Illustrated Book,Drawings & Prints,1956-03-19,N,,,,,7.1,,,8,,
28983,Tailpiece (page 98) from Parler seul (Speaking Alone),[4016],1948,Lithograph from an illustrated book with seventy-two lithographs (including variants on folder and slipcase) and one lithographed collage (wrapper front),"composition (irreg.): 7 1/2 × 8 1/4"" (19 × 20.9 cm); page: 14 7/8 × 11 3/16"" (37.8 × 28.4 cm)",The Louis E. Stern Collection,939.1964.63,Illustrated Book,Drawings & Prints,1964-10-06,Y,http://www.moma.org/collection/works/28983,,,,19,,,20.9,,
168940,Take a Kodak with You,[28788],2012,Linoleum cut,"composition: 16 3/4 x 11 3/4"" (42.5 x 29.8 cm); sheet: 21 x 14 15/16"" (53.3 x 37.9 cm)",Gift of Donald B. Marron,600.2013,Print,Drawings & Prints,2013-05-21,Y,http://www.moma.org/collection/works/168940,,,,42.5,,,29.8,,
50980,"Tallahatchie County, Mississippi",[1690],1870,Dye transfer print,"4 11/16 × 13 7/16"" (11.9 × 34.2 cm)",Purchase,331.1978,Photograph,Photography,1978-05-11,Y,http://www.moma.org/collection/works/50980,,,,11.9,,,34.2,,
11016,Tango s korovami. Zhelezobetonnye poemy (Tango with Cows: Ferro-concrete Poems),"[12432, 12001, 877]",1914,Book with three letterpress illustrations and cover with letterpress typographic design on wallpaper,"page (irreg.): 7 7/16 x 7 9/16"" (18.9 x 19.2 cm)",Gift of The Judith Rothschild Foundation,73.2001,Illustrated Book,Drawings & Prints,2001-01-24,Y,http://www.moma.org/collection/works/11016,,,,18.9,,,19.2,,
57699,TEMPLE DE DAKKEH,[1629],1849,Salted paper print from a paper negative,"6 5/16 × 8 1/4"" (16.1 × 21.0 cm)","Gift of Warner Communications, Inc.",1134.1979,Photograph,Photography,1979-12-13,N,,,,,16.1,,,21,,
142273,Tempo 3. Omaggio a Rocco Borella,[2017],1979,Lithograph,"38 9/16 x 26 7/8"" (98 x 68.3 cm)",Gift of Clarissa Alcock Bronfman,1001.201,Design,Architecture & Design,2010-12-06,Y,http://www.moma.org/collection/works/142273,,,,98,,,68.3,,
78135,Ten from Leo Castelli,"[2948, 6246, 5640, 2923, 4108, 4691, 3542, 4823, 6105, 5021, 670]",1967,Portfolio of eight screenprints and two multiples,composition and sheet (see child records): dimensions vary,Gift of Mrs. Rosa Esman,2415.1967.1-10,Print,Drawings & Prints,1967-12-13,Y,http://www.moma.org/collection/works/78135,,,,,,,,,
95336,"TEW No. 30, The Next Sixth Month",[22669],1999,"Pencil, crayon, gouache, and felt-tip pen on paper","22 x 30"" (55.9 x 76.2 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1109.2005,Drawing,Drawings & Prints,2005-05-10,Y,http://www.moma.org/collection/works/95336,,,,55.8801,,,76.2002,,
197159,Textile samples (Six swatches of printed silk indicating different colorways),[48842],1930,Printed woven silk,"5 x 5 3/8"" (12.7 x 13.65 cm)",Anonymous gift,991.2016.1-6,Design,Architecture & Design,2016-10-17,Y,http://www.moma.org/collection/works/197159,,,,,,,,,
63457,"The Arton Trial (Procès Arton), first plate",[5910],1896,Lithograph,"composition: 14 3/16 x 18 11/16"" (36 x 47.5cm); sheet: 17 15/16 x 23 13/16"" (45.6 x 60.5 cm)",Gift of Abby Aldrich Rockefeller,168.1946.1,Print,Drawings & Prints,1946-07-11,Y,http://www.moma.org/collection/works/63457,,,,36,,,47.5,,
33843,The Balcony,[4609],1933,Watercolor and ink on paper,"14 3/4 x 19 7/8"" (37.5 x 50.5 cm)",Louise Reinhardt Smith Bequest,92.1996,Drawing,Drawings & Prints,1996-02-14,Y,http://www.moma.org/collection/works/33843,,,,37.5,,,50.5,,
12575,The Ballad of Reading Gaol (Die Ballade vom Zuchthaus zu Reading),[2569],1963,Illustrated book with twelve line block reproductions,"page (each): 11 9/16 × 8 1/4"" (29.4 × 21 cm); overall (closed): 11 3/4 × 8 1/2 × 1/2"" (29.9 × 21.6 × 1.3 cm)",Monroe Wheeler Fund,171.1965.1-12,Illustrated Book,Drawings & Prints,1965-04-06,Y,http://www.moma.org/collection/works/12575,,,,29.4,,,21,,
192630,The Banquet of Degeneration,[48101],1971,,Dimensions: various,Art & Project/Depot VBVR Gift,1063.2007.79,Print,Drawings & Prints,2007-11-12,N,,,,,,,,,,
25844,"THE BAPTISM OF CHRIST, plate VII (folio 10) from SCÈNES DE LA VIE DU CHRIST",[1739],1913,,"irreg. composition  6 1/8 x 8 7/16"" (15.6 x 21.5 cm)",The Louis E. Stern Collection,826.1964.8,Illustrated Book,Drawings & Prints,1964-10-06,N,,,,,15.6,,,21.5,,
273669,The Barbie Doll Drawings #15,[7017],1967,Ink and pencil on notebook paper,"8 1/2 × 5 1/2"" (21.6 × 14 cm)","Acquired through the generosity of Catie and Donald Marron, The Friends of Education of The Museum of Modern Art, Carol and Morton Rapp, Richard S. Zeisler Bequest (by exchange), Committee on Drawings and Prints Fund, Riva Castleman Endowment Fund,  John B. Turner Fund, and Monroe Wheeler Fund",234.2016.15,Drawing,Drawings & Prints,2016-04-07,N,,,,,21.59004318,,,13.97002794,,
273685,The Barbie Doll Drawings #31,[7017],1967,Ink and pencil on notebook paper,"8 1/2 × 5 1/2"" (21.6 × 14 cm)","Acquired through the generosity of Catie and Donald Marron, The Friends of Education of The Museum of Modern Art, Carol and Morton Rapp, Richard S. Zeisler Bequest (by exchange), Committee on Drawings and Prints Fund, Riva Castleman Endowment Fund,  John B. Turner Fund, and Monroe Wheeler Fund",234.2016.31,Drawing,Drawings & Prints,2016-04-07,N,,,,,21.59004318,,,13.97002794,,
13213,The Bee (Die Biene),"[5289, 6766, 6767, 6768, 6769, 402, 6770, 24409, 2877]",1965,"Illustrated book with six lithographs, two woodcuts, and one etching and aquatint","irreg page  23 9/16 x 16 7/8"" (59 x 42.9 cm)
Prints:  various dimensions.",Gertrud A. Mellon Fund,187.1967.1-9,Illustrated Book,Drawings & Prints,1967-04-11,N,,,,,59,,,42.9,,
133903,The body of Oh Marys (truetype font),[26867],2009,Ink on paper with shoes and expanding foam,"84 x 54"" (213.4 x 137.2 cm)",Purchased with funds provided by Maja Oeri and Hans Bodenmann,319.2010.a-b,Drawing,Drawings & Prints,2010-05-12,Y,http://www.moma.org/collection/works/133903,,0,,231.1404623,,,149.2252985,,
105286,"The Brown Sisters, Chatham, Massachusetts",[4315],1987,Gelatin silver print,"18 1/8 × 22 1/2"" (46 × 57.2 cm)",The Photography Council Fund,650.2006,Photograph,Photography,2006-10-12,Y,http://www.moma.org/collection/works/105286,,,,46,,,57.2,,
19456,The Castles on the Ground,[4633],1946,Illustrated book with eight lithographs,"page  8 1/4 x 5 5/16"" (21 x 13.5 cm)
Prints:  various dimensions.",Purchase,603.1949.1-8,Illustrated Book,Drawings & Prints,1949-09-29,N,,,,,21,,,13.5,,
4829,"The Chap-Book, Thanksgiving No.",[732],1895,Zincograph,"20 3/4 x 14"" (52.7 x 35.6 cm)",Acquired by exchange,40.196,Design,Architecture & Design,1960-04-06,Y,http://www.moma.org/collection/works/4829,,,,52.7,,,35.6,,
64129,The Charge (La Charge),[6064],1893,Woodcut,"composition: 7 7/8 x 10 1/4"" (20 x 26 cm); sheet: 10 3/16 x 12 3/4"" (25.9 x 32.4 cm)",Larry Aldrich Fund,192.1954,Print,Drawings & Prints,1954-04-06,Y,http://www.moma.org/collection/works/64129,,,,20,,,26,,
89539,The Couple,[2141],1927,Bronze,"23 1/2 x 14 1/2 x 7"" (59.7 x 36.8 x 17.8 cm)",Bequest of Sylvia Slifka,21.2004,Sculpture,Painting & Sculpture,2004-03-09,Y,http://www.moma.org/collection/works/89539,,17.78,,59.6901,,,36.8301,,
119536,"The Couple, plate 5 of 7, from the portfolio, La Réparation",[710],2003,"Drypoint, engraving, and aquatint, with hand additions","plate: 9 15/16 x 7 7/8"" (25.2 x 20 cm); sheet: 12 5/8 x 9 15/16"" (32 x 25.3 cm)",Gift of the artist,1745.2008,Print,Drawings & Prints,2008-10-08,Y,http://www.moma.org/collection/works/119536,,,,25.2,,,20,,
29813,The Dance (frontispiece) from the illustrated book Picasso Lithographe III,[4609],1956,Lithograph,"composition (irreg.): 7 3/16 x 7 3/8"" (18.2 x 18.8 cm); page: 12 5/8 x 9 1/2"" (32 x 24.2 cm)",The Louis E. Stern Collection,994.1964.C1,Illustrated Book,Drawings & Prints,1964-10-06,Y,http://www.moma.org/collection/works/29813,,,,18.2,,,18.8,,
22872,"THE FISH AND THE SHEPHERD WHO PLAYS THE FLUTE (plate 95, 1st supplementary suite) from FABLES",[1055],1927,"Etching and engraving over photogravure, printed in black","plate  11 11/16 x 9 1/2"" (29.7 x 24.1 cm)",The Louis E. Stern Collection,755.1964.C95,Illustrated Book,Drawings & Prints,1964-10-06,N,,,,,29.7,,,24.1,,
55950,The Hon. Wortley and Wife,"[2648, 8067]",1845,Calotype,"8 1/16 × 6 1/4"" (20.5 × 15.9 cm)","Gift of Warner Communications, Inc.",670.1976,Photograph,Photography,1976-12-08,N,,,,,20.5,,,15.9,,
22710,"THE LION BECAME OLD (plate; volume I, folio 82) from FABLES",[1055],1927,"Etching and engraving over photogravure, printed in black with gouache additions","plate  11 5/8 x 9 5/8"" (29.5 x 24.5 cm)",The Louis E. Stern Collection,755.1964.A38,Illustrated Book,Drawings & Prints,1964-10-06,N,,,,,29.5,,,24.5,,
188577,"The Living Need Light, The Dead Need Music","[37485, 48188, 48189, 47102]",2014,"Video (color, sound)",25:15 min.,Committee on Media and Performance Art Funds,1124.2014,Video,Media and Performance,2014-12-18,Y,http://www.moma.org/collection/works/188577,,,,,,,,,1515
30694,"THE LOVERS, plate IX from THE GOD SEEKERS",[5070],1920,,"composition  12 15/16 x 11 1/8"" (33 x 28.2 cm)
sheet  19 3/4 x 13 15/16"" (50.1 x 35.4 cm)",The Louis E. Stern Collection,1048.1964.9,Illustrated Book,Drawings & Prints,1964-10-06,N,,,,,33,,,28.2,,
229420,"The Max Headroom Show: series 1, episode 3","[49176, 49177, 34901, 34814]",1985,"Video (color, sound)",,Gift of Rocky Morton and Annabel Jankel,142.2016.3,Design,Architecture & Design,2016-02-22,Y,http://www.moma.org/collection/works/229420,,,,,,,,,
49093,The Milk Pails,[5685],1953,Gelatin silver print,"9 11/16 × 7 11/16"" (24.6 × 19.5 cm)",Purchase,225.1957,Photograph,Photography,1957-10-09,Y,http://www.moma.org/collection/works/49093,,,,24.6,,,19.5,,
69487,The Mirror of Genoveva from S.M.S. No. 2,[4416],1968,Offset lithograph with embossing,"sheet: 9 15/16 x 6 3/4"" (25.3 x 17.2cm)",Gift of Carol O. Selle,460.1977.2h,Print,Drawings & Prints,1977-11-10,Y,http://www.moma.org/collection/works/69487,,,,25.3,,,17.2,,
58621,The Moment of Impact,[8563],1863,Gelatin silver print,"7 1/16 × 9 1/2"" (17.9 × 24.2 cm)",The New York Times Collection,2028.2001,Photograph,Photography,2001-06-14,Y,http://www.moma.org/collection/works/58621,,,,17.9,,,24.2,,
29416,The Monkey (Le Singe) (plate facing page 86) from Eaux-fortes originale pour des textes de Buffon (Histoire naturelle),[4609],1936,Aquatint and drypoint from an illustrated book with thirty-one aquatints,"composition (irreg.): 10 13/16 x 8 11/16"" (27.5 x 22 cm); sheet: 14 3/16 x 11 1/4"" (36 x 28.5 cm)",The Louis E. Stern Collection,976.1964.12,Illustrated Book,Drawings & Prints,1964-10-06,Y,http://www.moma.org/collection/works/29416,,,,27.5,,,22,,
66202,The New Realists (Les Nouveaux réalistes),"[1505, 3137, 5569, 1444, 4874, 1644, 1052, 5041, 6163, 2455, 24409, 1114, 220]",1960,"Portfolio of seven offset lithographs (two with collage additions), three screenprints (one with mylar overlay), and two multiples",,Walter Thayer Bequest,291.1989.1-12,Print,Drawings & Prints,1989-10-12,Y,http://www.moma.org/collection/works/66202,,,,,,,,,
72051,The New York Collection for Stockholm,"[2948, 1547, 4108, 5526, 1433, 5021, 670, 1060, 4397, 2357, 4278, 5316, 3528, 6350, 3542, 4823, 24409, 5601, 5988, 5349, 4326, 6246, 3048, 5743, 4469, 758, 1911, 2552, 2429, 1790]",1973,"Portfolio of seventeen screenprints, nine lithographs, two lithographs with screenprint, one photocopy, and one photograph","composition (see child records): dimensions vary; sheet (orientation varies, each approx.): 9 × 12"" (22.9 × 30.5 cm) or 12 × 9"" (30.5 × 22.9 cm)",Gift of Steven M. Feinstein,625.1973.1-30,Print,Drawings & Prints,1973-12-28,Y,http://www.moma.org/collection/works/72051,,,,22.9,,,30.5,,
282908,The Nutty Professor storyboards,"[69618, 74235]",,,"11 × 8 1/2"" (27.9 × 21.6 cm)",Gift of Chris Lewis,819642.252,Ephemera,Film,,N,,,0,,27.94005588,,,21.59004318,,
282913,The Nutty Professor storyboards,"[69618, 74235]",,,"11 × 8 1/2"" (27.9 × 21.6 cm)",Gift of Chris Lewis,819642.257,Ephemera,Film,,N,,,0,,27.94005588,,,21.59004318,,
61479,The Pigeon,[5045],1955,Linoleum cut,"composition: 15 3/16 x 22 3/4"" (38.5 x 57.8cm); sheet: 18 7/16 x 26 1/4"" (46.9 x 66.6cm)",Gift of Mrs. Donald B. Straus,78.1959,Print,Drawings & Prints,1959-03-02,Y,http://www.moma.org/collection/works/61479,,,,38.5,,,57.8,,
75110,The Rainbow,[2519],1924,Lithograph,"composition: 9 x 13 1/4"" (22.9 x 33.7cm); plate: 9 1/2 x 13 11/16"" (24.1 x 34.7cm)",Gift of Abby Aldrich Rockefeller,991.194,Print,Drawings & Prints,1940-04-05,Y,http://www.moma.org/collection/works/75110,,,,22.9,,,33.7,,
71768,The Razorback Bunch (Etching I),[4823],1980,Etching,"composition (3 plates, irreg.): 28 3/4 x 22 13/16"" (73 x 57.9 cm); sheet (irreg.): 29 3/4 x 22 3/4"" (75.6 x 57.8 cm)",Gift of Celeste Bartos,607.198,Print,Drawings & Prints,1980-10-28,Y,http://www.moma.org/collection/works/71768,,,,73,,,57.9,,
65723,THE SEVEN STONES,[4736],1965,"Seven lithographs, printed in color",Various composition and sheet dimensions.,John B. Turner Fund,271.1967.1-7,Print,Drawings & Prints,1967-04-11,N,,,,,,,,,,
22969,"THE SHEPHERD AND HIS FLOCKS (plate 92, 2nd supplementary suite) from FABLES",[1055],1927,"Drypoint over photogravure, printed in black","plate  11 9/16 x 10 3/8"" (29.4 x 26.4 cm)",The Louis E. Stern Collection,755.1964.D92,Illustrated Book,Drawings & Prints,1964-10-06,N,,,,,29.4,,,26.4,,
84552,The Son Is Father to the Man,[710],2000,Drypoint,"plate: 7 1/16 x 5 3/4"" (17.9 x 14.6 cm); sheet: 15 3/8 × 11 5/16"" (39 × 28.8 cm)",Gift of the artist,998.2008,Print,Drawings & Prints,2008-06-18,Y,http://www.moma.org/collection/works/84552,,,,17.9,,,14.6,,
9671,"THE STARS ALSO, plate VIII (folio 20) from GENESIS",[4228],1924,,"composition  4 3/8 x 3 7/16"" (11.2 x 8.7 cm)",,23.1982.8,Illustrated Book,Drawings & Prints,1982-01-21,N,,,,,11.2,,,8.7,,
47280,"THE TEMPLE OF MAHARRAKA, NUBIA",[2015],1857,Albumen silver print,"6 1/4 × 9"" (15.9 × 22.9 cm)",,169.1974.74,Photograph,Photography,1974-04-02,N,,,,,15.9,,,22.9,,
27532,"THE TOAD OF THE WELL (in-text plate, page 54) from CONCERT D'ÉTÉ",[3697],1945,,"composition  5 15/16 x 3 7/8"" (15.1 x 9.8 cm)",The Louis E. Stern Collection,901.1964.10,Illustrated Book,Drawings & Prints,1964-10-06,N,,,,,15.1,,,9.8,,
26234,"There they go plucked (Ya van desplumados) (plate 20, folio 20) from Los Caprichos",[2274],1797,"Aquatint, etching, and drypoint","plate: 8 7/16 x 5 7/8"" (21.5 x 15cm)",The Louis E. Stern Collection,841.1964.20,Illustrated Book,Drawings & Prints,1964-10-06,N,,,,,21.5,,,15,,
83990,Third Avenue Elevated,[1298],1949,Gelatin silver print,"9 1/2 × 6 3/8"" (24.2 × 16.2 cm)",Thomas Walther Collection. Gift of Thomas Walther,1664.2001,Photograph,Photography,2001-12-13,Y,http://www.moma.org/collection/works/83990,,,,24.2,,,16.2,,
120625,This is a History of New York,[32208],1988,"Video (black and white, sound)",22:36 min.,"Gift of the Jerome Foundation in honor of its founder, Jerome Hill",1314.1999,Video,Media and Performance,1999-10-15,Y,http://www.moma.org/collection/works/120625,,,,,,,,,1356
91506,This Moment Was Decisive . . .,[24600],1931,Gelatin silver print,"5 3/8 × 7 15/16"" (13.7 × 20.1 cm)",Thomas Walther Collection. Gift of Thomas Walther,1849.2001.10,Photograph,Photography,2001-12-13,Y,http://www.moma.org/collection/works/91506,,,,13.7,,,20.1,,
31507,"THREE FIGURES READING (plate, folio 65) from WOODCUTS",[6275],1920,"Linoleum cut, printed in color","irreg. composition  3 5/8 x 2 3/4"" (9.2 x 7 cm)",The Louis E. Stern Collection,1092.1964.33,Illustrated Book,Drawings & Prints,1964-10-06,N,,,,,9.2,,,7,,
177231,"Three Girls Laughing and Tongues, New York",[3136],1955,Gelatin silver print,"11 × 13 7/8"" (27.9 × 35.2 cm)",Acquired through the generosity of Robert Harteveldt,148.2014,Photograph,Photography,2014-02-20,Y,http://www.moma.org/collection/works/177231,,,,27.9,,,35.2,,
57559,Three Pears and an Apple,[5623],1921,"Photogravure from the original negative, printed 1979","12 3/4 × 9 7/8"" (32.4 × 25.1 cm)",Gift of Richard Benson,1029.1979,Photograph,Photography,1979-10-11,N,,,,,32.4,,,25.1,,
76048,Title and colophon page from Day and Night: Homage to the Square,[97],1963,"Title and colophon page, from a portfolio of ten lithographs","composition (title): 2 5/8 x 5 1/16"" (6.6 x 12.8 cm); composition (colophon): 3 7/16 x 7 5/16"" (8.7 x 18.6 cm); sheet (open): 18 7/8 x 41 5/16"" (48 x 105 cm)","Gift of Kleiner, Bell & Co.",1205.1967.11,Print,Drawings & Prints,1969-12-04,N,,,,,6.6,,,12.8,,
167257,To and Fro. Fro and To. And To and Fro. And Fro and To,[6288],1972,"Video (black and white, sound)",1 min.,Acquired through the generosity of the Fuhrman Family Foundation,227.2013,Video,Media and Performance,2013-02-12,Y,http://www.moma.org/collection/works/167257,,,,,,,,,60
55064,Tokyo,[2002],1994,Gelatin silver print,"14 7/8 × 14 3/4"" (37.7 × 37.4 cm)",Arthur M. Bullowa Fund,553.1998,Photograph,Photography,1998-10-15,N,,,,,37.7,,,37.4,,
351,"Tokyo International Forum, Tokyo, Japan (Exterior perspective)",[7229],1991,Crayon on paper,"11 x 8"" (27.9 x 20.3 cm)",Gift of the architect,352.1993.5,Architecture,Architecture & Design,1993-11-04,Y,http://www.moma.org/collection/works/351,,,,,,,,,
139615,Tovarisch Mikhail: Bricklayer,[712],1935,Photogravure,"9 1/4 × 13"" (23.5 × 33.1 cm)",Purchase,393.1942.7,Photograph,Photography,1942-12-29,Y,http://www.moma.org/collection/works/139615,,,,23.5,,,33.1,,
3478,Town and Country Salt and Pepper Shakers,[6556],1945,Glazed earthenware,".1-.2: 4 1/2 x 3"" (11.4 x 7.6 cm)
.3: 2 3/4 x 1 3/4"" (7 x 4.4 cm)",Gift of Della Rothermel in honor of John Petrik Rothermel,405.1994.1-3,Design,Architecture & Design,1994-09-21,Y,http://www.moma.org/collection/works/3478,,,7.62,11.43,,,,,
58278,Trees and Cliffs,[60],1954,"Gelatin silver print, printed 1960","11 1/8 × 8 1/8"" (28.3 × 20.7 cm)",Gift of David H. McAlpin,1695.1968,Photograph,Photography,1968-05-01,N,,,,,28.3,,,20.7,,
16677,"Trial proof for Jean-François Never Sings Hallelujah..., plate XXV from Miserere",[5053],1923,"Aquatint and drypoint over photogravure, with pen and ink additions","plate: 23 3/16 x 16 3/4"" (58.9 x 42.5 cm); sheet (irreg.): 25 15/16 x 19 3/4"" (65.9 x 50.2 cm)",Gift of the artist,400.1949,Illustrated Book,Drawings & Prints,1949-09-29,N,,,,,58.9,,,42.5,,
91748,Triple-pleated PPS Fabric,[7044],2004,Aluminum and polyphenylene sulfide (PPS) film,"57 x 50 1/2"" (144.8 x 128.3 cm) (width variable)",Suzanne Slesin Purchase Fund,400.2004,Design,Architecture & Design,2004-07-12,Y,http://www.moma.org/collection/works/91748,,,,,144.7803,,128.2703,,
60941,Trois figures - Académies,[3832],1914,Etching and drypoint,"plate: 5 13/16 x 3 15/16"" (14.8 x 10 cm); sheet: 13 x 10 1/16"" (33 x 25.5 cm)",Stephen C. Clark Fund,51.1951,Print,Drawings & Prints,1951-01-30,Y,http://www.moma.org/collection/works/60941,,,,14.8,,,10,,
40929,TUILERIES -- LA DÉSESPÉRANCE PAR CARTIER,[229],1921,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,1.1969.2639,Photograph,Photography,1968-03-06,N,,,,,,,,,,
223641,"Twice Sold Object: Rubber Duck ""Black Factory""",[37145],2004,Rubber duck,,Fund for the Twenty-First Century and Deborah Wye Endowment Fund,626.2014.126,Installation,Drawings & Prints,2014-10-02,N,,,,,,,,,,
189243,Two Torsos,[7630],1977,Oil on canvas,"42 x 36"" (106.7 x 91.4 cm)",Gift of Dorothy C. Hudgins in memory of William R. Hudgins,250.2015,Painting,Painting & Sculpture,2015-03-10,Y,http://www.moma.org/collection/works/189243,,0,,106.6802134,,,91.44018288,,
56228,Union Position Tablet. Vicksburg National Military Park,[2002],1974,Gelatin silver print,"7 9/16 × 11 5/16"" (19.2 × 28.8 cm)",Purchase,707.2,Photograph,Photography,2000-10-12,N,,,,,19.2,,,28.8,,
34035,Untitled,[5640],,Pencil on paper,"8 x 5"" (20.1 x 12.6 cm)",Gift of Lawrence Rubin,109.1981,Drawing,Drawings & Prints,1981-04-28,Y,http://www.moma.org/collection/works/34035,,,,20.3,,,12.7,,
35711,Untitled,[5804],1931,Gouache and watercolor on paper,"4 3/4 x 11 1/2"" (12 x 29.3 cm)",Purchase,261.1935,Drawing,Drawings & Prints,1935-11-12,Y,http://www.moma.org/collection/works/35711,,,,12.1,,,29.2,,
36534,Untitled,[540],1974,Pencil on paper,"8 1/2 x 5 3/8"" (21.6 x 13.7 cm)",Gift of the artist,368.1984,Drawing,Drawings & Prints,1984-11-29,Y,http://www.moma.org/collection/works/36534,,,,21.6,,,13.7,,
36977,Untitled,[5804],1942,Ink on paper,"3 7/8 x 12"" (10.1 x 30.5 cm)",Kay Sage Tanguy Bequest,451.1963,Drawing,Drawings & Prints,1963-10-08,Y,http://www.moma.org/collection/works/36977,,,,9.8,,,30.5,,
37623,Untitled,[850],1960,Pencil on paper,"9 3/8 x 12 3/8"" (24 x 31.6 cm)",Gift of John S. Newberry,621.1963,Drawing,Drawings & Prints,1963-12-10,Y,http://www.moma.org/collection/works/37623,,,,23.8,,,31.4,,
44874,Untitled,[7653],1940,Gelatin silver print,"2 15/16 × 4 1/4"" (7.4 × 10.8 cm)","Gift of CameraWorks, Inc. and Purchase",50.1993.17,Photograph,Photography,1993-03-11,Y,http://www.moma.org/collection/works/44874,,,,7.4,,,10.8,,
44875,Untitled,[7653],1940,Gelatin silver print,"5 7/8 × 9 1/16"" (14.9 × 23.1 cm)","Gift of CameraWorks, Inc. and Purchase",50.1993.18,Photograph,Photography,1993-03-11,Y,http://www.moma.org/collection/works/44875,,,,14.9,,,23.1,,
44882,Untitled,[7653],1940,Gelatin silver print,"6 7/16 × 4 3/8"" (16.4 × 11.2 cm)","Gift of CameraWorks, Inc. and Purchase",50.1993.24,Photograph,Photography,1993-03-11,Y,http://www.moma.org/collection/works/44882,,,,16.4,,,11.2,,
45187,Untitled,[858],1970,Gelatin silver print,"7 × 9 1/8"" (17.9 × 23.2 cm)",Gift of Walter C. Maslowski,58.1986,Photograph,Photography,1986-01-15,Y,http://www.moma.org/collection/works/45187,,,,17.9,,,23.2,,
49339,Untitled,[1398],1959,Gelatin silver print,"6 3/4 × 10"" (17.1 × 25.4 cm)",Purchase,237.1964,Photograph,Photography,1964-03-10,Y,http://www.moma.org/collection/works/49339,,,,17.1,,,25.4,,
50426,Untitled,[343],1996,Chromogenic color print,"14 5/16 × 18 1/8"" (36.4 × 46 cm)",Gift of Ken Kuchin,308.1997.x1-x2,Photograph,Photography,1997-06-12,Y,http://www.moma.org/collection/works/50426,,,,36.4,,,46,,
53482,Untitled,[961],1959,Gelatin silver print,"7 11/16 × 9 1/4"" (19.6 × 23.5 cm)",Purchase,446.196,Photograph,Photography,1960-11-30,Y,http://www.moma.org/collection/works/53482,,,,19.6,,,23.5,,
56437,Untitled,[4973],1872,Albumen silver print,"11 9/16 × 15 7/16"" (29.4 × 39.3 cm)",Joseph G. Mayer Fund,795.1978,Photograph,Photography,1978-12-14,N,,,,,29.4,,,39.3,,
66600,Untitled,[1480],1968,Lithograph,"irreg. composition  21 7/8 x 17 1/2"" (55.6 x 44.5 cm)
sheet  29 7/8 x 22 1/16"" (75 x 56 cm)",Gift of Jacques Damase,308.1973,Print,Drawings & Prints,1973-10-24,Y,http://www.moma.org/collection/works/66600,,,,55.6,,,44.5,,
74745,Untitled,[4278],1967,Lithograph,"composition and sheet: 36 7/16 × 44 1/4"" (92.5 × 112.4 cm)","Gift of Kleiner, Bell & Co.",912.1968.a-b,Print,Drawings & Prints,1974-01-10,Y,http://www.moma.org/collection/works/74745,,,,92.5,,,112.4,,
84792,Untitled,[3858],1961,One from a series of sixteen screenprints,"composition: 13 3/4 x 9 3/4"" (35 x 24.8 cm); sheet: 15 5/8 x 11 5/8"" (39.7 x 29.6 cm)",Brazil Fund,37.1965.7,Print,Drawings & Prints,1965-01-12,N,,,,,35,,,24.8,,
87882,Untitled,[1039],1973,"Screenprint, printed in color",,Mary Ellen Meehan Fund,542.1997.19,Illustrated Book,Drawings & Prints,1997-11-11,N,,,,,,,,,,
90005,Untitled,[3923],,,,Transferred from the Museum Library,594.1949.22,Print,Drawings & Prints,1949-09-29,N,,,,,,,,,,
96041,Untitled,[7805],2004,Ink on notebook paper,"11 x 7 1/2"" (27.9 x 19.1 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1772.2005,Drawing,Drawings & Prints,2005-05-10,Y,http://www.moma.org/collection/works/96041,,,,27.94005588,,,19.0500381,,
96390,Untitled,[3118],1978,"Watercolor on transparentized paper
","8 3/4 x 9 1/4"" (22.2 x 23.5 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,2095.2005,Drawing,Drawings & Prints,2005-05-10,Y,http://www.moma.org/collection/works/96390,,,,22.225,,,23.495,,
96700,Untitled,[28720],2003,Colored pencil and pencil on paper,"12 x 15 1/4"" (30.5 x 38.7 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,2427.2005,Drawing,Drawings & Prints,2005-05-10,Y,http://www.moma.org/collection/works/96700,,,,30.4801,,,38.7351,,
